id,tweetText,tweetURL,type,tweetAuthor,handle,geo,mentions,hashtags,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL,source_file,combined_timestamp
1166,Proper ventilation significantly lowers the risk of pulmonary TB and other airborne infections. Keep the air flowing freely in your home to enhance protection and promote healthier living.   #TBMukBharat https://t.co/AvldqUnIBX,https://x.com/CBCBalasore/status/1843234391923057061,tweet,"Central Bureau of Communication,Balasore (Odisha)",@CBCBalasore,Balasore ,,#TBMukBharat,0,0,0,0,10,0,2024-10-07 03:18:19,https://pbs.twimg.com/media/GZR75WmWEAARxty.png,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1167,"Proper ventilation significantly lowers the risk of pulmonary TB and other airborne infections. Keep the air flowing freely in your home to enhance protection and promote healthier living. 

#TBMukBharat https://t.co/FJ0iB8e5TV",https://x.com/MoHFW_INDIA/status/1843226557202235585,tweet,Ministry of Health,@MoHFW_INDIA,Nirman Bhawan,,#TBMukBharat,4,2,44,78,8757,3,2024-10-07 02:47:11,https://pbs.twimg.com/media/GZR0xrkXUAAuwBb.jpg,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1168,"Pulmonary TB
gastroenteritis
breathing disorders
severe malnutrition
Causes of death cited in 2024 report to HC after 14 mentally challenged inmates died in govt shelter in a month. Lawyers Krishna Sharma, Kavita Sharma write govt ignored repeated warnings https://t.co/X7J0sDejIG",https://x.com/samar11/status/1843182551021789547,tweet,Samar Halarnkar,@samar11,"Bangalore, India",,,0,0,4,7,592,0,2024-10-06 23:52:19,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1169,"Pulmonary TB
gastroenteritis
breathing disorders
severe malnutrition
Causes of death cited in 2024 report to HC after 14 mentally challenged inmates died in govt shelter in a month. Lawyers Krishna Sharma, Kavita Sharma write govt ignored repeated warnings
https://t.co/trs4yDl5Ag",https://x.com/Article14live/status/1843164350934024613,tweet,Article 14,@Article14live,,,,0,0,1,4,541,1,2024-10-06 22:40:00,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1170,"55 years old lady diabetic on insuline complain of productive cough fever hemoptesis past medical history of pulmonary tb .
Findings??
Differentials?? https://t.co/zpQlm8TvoJ",https://x.com/WaqarKh55444902/status/1842900237062382003,tweet,Dr Waqar Khan,@WaqarKh55444902,"Peshawar, Pakistan",,,0,0,0,2,66,0,2024-10-06 05:10:30,https://pbs.twimg.com/media/GZNL_y7XgAAuTxW.jpg,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1171,@mennnnaa_ Anything but memorizing the protocols of treating pulmonary TB ✌️,https://x.com/mohiisham/status/1842276252998320291,tweet,Mohamed Hesham,@mohiisham,"Cairo, Egypt",@mennnnaa_,,0,0,0,2,59,0,2024-10-04 11:51:01,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1172,"Celebrating #FellowFriday by showcasing our amazing fellows gearing up for @accpchest #CHEST2024! Be sure to spot our fellows, faculty, APPs and trainees there!

#Meded #PCCM #Pulmonary #CriticalCare #TB #bronchiectasis #lungcancer #ILD https://t.co/RHNflqPPFW",https://x.com/NYULangonePCCSM/status/1842184982845853874,tweet,NYULangonePCCSM,@NYULangonePCCSM,new york city ,@accpchest,"#FellowFriday,#CHEST2024,#Meded,#PCCM,#Pulmonary,#CriticalCare,#TB,#bronchiectasis,#lungcancer,#ILD",0,0,0,5,351,0,2024-10-04 05:48:20,"https://pbs.twimg.com/media/GZDBZ8MWgAAUWSG.jpg,https://pbs.twimg.com/media/GZDBbJqWMAAgpb1.jpg,https://pbs.twimg.com/media/GZDBcX0XcAAN-pd.jpg,https://pbs.twimg.com/media/GZDBdmBWwAElWEv.jpg",,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1173,"Proper ventilation significantly lowers the risk of pulmonary TB and other airborne infections 

 Keep the air flowing freely in your home to enhance protection and promote healthier living  #TBMukBharat https://t.co/1SzaXXY32p",https://x.com/PIBShillong/status/1842096339515011515,tweet,PIB In Meghalaya,@PIBShillong,"शिलाँग, भारत",,#TBMukBharat,0,0,0,0,40,0,2024-10-03 23:56:06,https://pbs.twimg.com/media/GZBw0ACXkAAPftd.jpg,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1174,"Proper ventilation significantly lowers the risk of pulmonary TB and other airborne infections 

Keep the air flowing freely in your home to enhance protection and promote healthier living

#TBMukBharat https://t.co/E2gXtTL8KX",https://x.com/PIB_Guwahati/status/1842095098756268535,tweet,PIB in Assam,@PIB_Guwahati,"Guwahati, India",,#TBMukBharat,0,0,0,1,57,0,2024-10-03 23:51:10,https://pbs.twimg.com/media/GZBvsqvbAAUMRmX.png,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1175,"clinically real pulmonary m fortuitum - significant productive cough, 5.5 x 4.5 cm RUL cavity (growing over time), isolated several times over several years

patient declines infusions but willing to try PO

what’s your regimen? https://t.co/2kcKKfXNoB",https://x.com/TBrnaughtTB/status/1842049073685090666,tweet,Kyle Walding,@TBrnaughtTB,"New York, NY",,,10,0,6,22,6557,8,2024-10-03 20:48:17,https://pbs.twimg.com/media/GZBF3gDXsAA63oj.jpg,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1176,"Proper ventilation significantly lowers the risk of pulmonary TB and other airborne infections

Keep the air flowing freely in your home to enhance protection and promote healthier living

#TBMukBharat https://t.co/zGwNopkeHX",https://x.com/PIBKohima/status/1841891863185256597,tweet,PIB in Nagaland,@PIBKohima,"Kohima, India",,#TBMukBharat,0,0,0,0,61,0,2024-10-03 10:23:35,https://pbs.twimg.com/media/GY-240_bAAIvsEa.jpg,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1177,"Proper ventilation significantly lowers the risk of pulmonary TB and other airborne infections.

Keep the air flowing freely in your home to enhance protection and promote healthier living.

#TBMukhtBharat https://t.co/UfCc6Lb9pv",https://x.com/JandKMedicalAss/status/1841875955981156723,tweet,Jammu And Kashmir Medical Student’s Association,@JandKMedicalAss,"🇮🇳Srinagar, J&K ",,#TBMukhtBharat,0,0,1,2,284,0,2024-10-03 09:20:22,https://pbs.twimg.com/media/GY-oadKbAAIkO25.jpg,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1178,"KEMRI is proud to launch a Phase 3 trial of the M72/AS01E TB vaccine targeting pulmonary TB. Kenya joins a global effort with 20,000+ participants, aiming to deliver the first new TB vaccine in 100 years! Led by Dr. Videlis Nduba, Dr. Caroline Ndila &amp; team. 

#TBResearch #EndTB https://t.co/r0Wxp15guP",https://x.com/KEMRI_Kenya/status/1841874602844196865,tweet,Kenya Medical Research Institute,@KEMRI_Kenya,"Nairobi, Kenya",,"#TBResearch,#EndTB",0,0,9,13,801,1,2024-10-03 09:15:00,https://pbs.twimg.com/media/GY-QatjXgAATshg.jpg,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1179,"Proper ventilation significantly lowers the risk of pulmonary TB and other airborne infections

Keep the air flowing freely in your home to enhance protection and promote healthier living

#TBMukBharat https://t.co/XhFClwKWGE",https://x.com/PIB_India/status/1841871760980951538,tweet,PIB India,@PIB_India,New Delhi,,#TBMukBharat,2,0,10,34,5753,1,2024-10-03 09:03:42,https://pbs.twimg.com/media/GY-kmcsaQAAfiv6.jpg,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1180,"@NanbumHall @Bridget1737580 @solusnan1 @AndySpecht @markrobinsonNC Good thing you’re retired if you think masks are useless

Ever take care of a patient with active pulmonary TB

Did you wear a mask or just raw dog mycobacterium tuberculosis 

They do annual mask fit testing for all hospital employees 

Why is that BBNanny 🤔",https://x.com/FollowingForFu2/status/1841511130419568701,tweet,"Following For Fun RT-R,QM, CDE 🇺🇦🌻😷💉+💉",@FollowingForFu2,NC VA & Sometimes Germany,"@NanbumHall,@Bridget1737580,@solusnan1,@AndySpecht,@markrobinsonNC",,2,0,0,0,12,0,2024-10-02 09:10:41,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1181,"@hemo_shk @IhabFathiSulima Pulmonary Tuberculosis (TB),
Foreign Body,
Pulmonary Embolism (PE), etc...",https://x.com/medicineskart/status/1841372801657397521,tweet,medicines kart,@medicineskart,India,"@hemo_shk,@IhabFathiSulima",,0,0,0,0,36,0,2024-10-02 00:01:01,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1182,"Hi,

I know twitter is brutal, but try to be kind to my errors.

I have mailed the Pulmonary Tuberculosis PDF to everyone who sent me email in DM.

Kindly take note of the following points:

1. Summarising PTB in 50 pages doesn't do justice to TB. I have tried my best to do it.

2. There may be some inadvertent errors, some deliberate omissions, keeping in mind the brevity of PDF.

3. All your feedback/praise/criticism is welcome, within the realm of decency & good-faith.

4. If possible, do share your opinions on email as well as public forums.

5. Nothing herein is new then what's not in the public domain. I have compiled it to the best of my ability.

6. I would love to be corrected if there are any factual errors but be kind.",https://x.com/kamdar_j/status/1841165971672699095,tweet,Dr. Bhaumik Kamdar,@kamdar_j,,,,0,0,0,2,339,0,2024-10-01 10:19:09,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1183,"Hi,

I know twitter is brutal, but try to be kind to my errors.

I have mailed the Pulmonary Tuberculosis PDF to everyone who sent me email in DM.

Kindly take note of the following points:

1. Summarising PTB in 50 pages doesn't do justice to TB. I have tried my best to do it.

2. There may be some inadvertent errors, some deliberate omissions, keeping in mind the brevity of PDF.

3. All your feedback/praise/criticism is welcome, within the realm of decency & good-faith.

4. If possible, do share your opinions on email as well as public forums.

5. Nothing herein is new then what's not in the public domain. I have compiled it to the best of my ability.

6. I would love to be corrected if there are any factual errors but be kind.",https://x.com/kamdar_j/status/1841165918514368954,tweet,Dr. Bhaumik Kamdar,@kamdar_j,,,,1,0,0,2,219,0,2024-10-01 10:18:56,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1184,"Hi,

I know twitter is brutal, but try to be kind to my errors.

I have mailed the Pulmonary Tuberculosis PDF to everyone who sent me email in DM.

Kindly take note of the following points:

1. Summarising PTB in 50 pages doesn't do justice to TB. I have tried my best to do it.

2. There may be some inadvertent errors, some deliberate omissions, keeping in mind the brevity of PDF.

3. All your feedback/praise/criticism is welcome, within the realm of decency & good-faith.

4. If possible, do share your opinions on email as well as public forums.

5. Nothing herein is new then what's not in the public domain. I have compiled it to the best of my ability.

6. I would love to be corrected if there are any factual errors but be kind.",https://x.com/kamdar_j/status/1841165842094178461,tweet,Dr. Bhaumik Kamdar,@kamdar_j,,,,0,0,0,2,371,1,2024-10-01 10:18:38,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1185,“Concurrent pulmonary TB was reported in 6% of patients with ocular TB and 39% of patients with extrapulmonary TB (P &lt;.01). Another 23 patients (2%) with ocular TB had another extrapulmonary site of disease reported without concurrent pulmonary TB.” https://t.co/RrPavIAnpL,https://x.com/AmeshAA/status/1841100491805053197,tweet,Amesh Adalja,@AmeshAA,"Pittsburgh, NYC",,,0,0,0,0,353,0,2024-10-01 05:58:57,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1186,"I can bet we are also no 1 in active pulmonary tuberculosis cases across the globe, every 3rd or 4th person i examine has TB. This fact hasn't been established due to less testing and reporting. 
From minors to adults everyone has this disease here.",https://x.com/Sheromalik/status/1841077583779172751,tweet,Mubashir.,@Sheromalik,,,,0,0,0,1,46,0,2024-10-01 04:27:56,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1187,"@innocenthezron7 I was once in a hospital in the US too, there was an #AI assisted decision support algorithm that detected pulmonary microembolism that was previously missed on a CT pulmonary angio. In Tanzania, there is an #AI algorithm for detection of TB on X-rays. So its possible.",https://x.com/DavidMuhunzi/status/1841004172105121845,tweet,David Muhunzi,@DavidMuhunzi,"Dar es Salaam, Tanzania",@innocenthezron7,"#AI,#AI",0,0,1,3,76,0,2024-09-30 23:36:13,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1188,"Indications:
1. MDR/RR-TB or pre-XDR-TB ( MDR/RR-TB and resistance to fluoroquinolones).
2. Those with confirmed pulmonary TB and extrapulmonary TB (except for TB involving CNS, osteoarticular, and miliary TB).
3. Patients &gt;14 years of age.
#neetpg #usmle #mrcp #MedTwitter",https://x.com/ibtisamshowkat_/status/1840723242249789756,tweet,Ibtisam Showkat,@ibtisamshowkat_,,,"#neetpg,#usmle,#mrcp,#MedTwitter",1,0,0,0,381,0,2024-09-30 04:59:54,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1189,"Tuberculosis (TB) is a disease caused by a bacterium known as Mycobacterium tuberculosis. While it is most commonly associated with the lungs, where it causes what we call pulmonary TB, the bacteria are not confined to just one part of the body.
#Aoko #Uhuru #DPGachaguaSpeaks",https://x.com/KoisokIsaac/status/1840640246439956989,tweet,Ole Koisok 🇰🇪,@KoisokIsaac,"Nairobi, Kenya",,"#Aoko,#Uhuru,#DPGachaguaSpeaks",1,0,0,0,405,0,2024-09-29 23:30:06,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1190,Join us TODAY at 10h00 on Intokozo FM's Mid-Morning Justice as TB Ambassador Mabusi Kgwete discusses Raising Awareness About Extra Pulmonary TB! #TBFree #ExtraPulmonaryTB #justiceforntokozopearlziqubu https://t.co/D9GgO5otW3,https://x.com/CentreforCommu1/status/1840491033605382333,tweet,Centre for Community Development SA,@CentreforCommu1,"Umlazi, South Africa",,"#TBFree,#ExtraPulmonaryTB,#justiceforntokozopearlziqubu",0,0,3,4,45,0,2024-09-29 13:37:11,https://pbs.twimg.com/media/GYq810TWEAAhF2v.jpg,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1191,"TB germs typically grow in the lungs (pulmonary TB), but they can grow elsewhere in the body. The signs and symptoms of TB disease depend on where the germs are growing in the body. Learn more about #TB signs and symptoms: https://t.co/qW80QfJKCY https://t.co/rKBxODwThE",https://x.com/CDC_TB/status/1840452765526417864,tweet,CDC TB,@CDC_TB,"Atlanta, GA",,#TB,0,0,5,8,448,0,2024-09-29 11:05:07,https://pbs.twimg.com/ext_tw_video_thumb/1840452744479395840/pu/img/p9XxVSKRUsP4fA0i.jpg,https://video.twimg.com/ext_tw_video/1840452744479395840/pu/vid/avc1/1200x674/7ptM1VQ3y7HCJUAC.mp4?tag=12,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1192,@king_pearxe Pulmonary Tb,https://x.com/Christysarima/status/1839921403367182435,tweet,3my zyzy,@Christysarima,Portharcourt ,@king_pearxe,,0,0,0,0,21,0,2024-09-27 23:53:41,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1193,@_knownuser extra pulmonary po yan. i had it before . dalawa magka bilaan sa leeg and pumuputok na may nana. u need to go the doctor muna para may recommendation ka sa gamot na TB . free yan sa brgy wag ka bumili.  sakin  it was a year instead of 6 months na gamotan kasi grabe na .,https://x.com/akosireycruz/status/1839832697012924733,tweet,Rey Cruz 🩸,@akosireycruz,,@_knownuser,,0,0,0,1,47,0,2024-09-27 18:01:12,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1194,"Although pulmonary TB is the first diagnosis that readily comes into mind, but diff diagnosis could be Copd, pneumonia, lung cancer .",https://x.com/meiGirma/status/1839742237573558701,tweet,NurseGirma,@meiGirma,Nigeria,,,0,0,0,0,36,0,2024-09-27 12:01:44,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1195,@king_pearxe ? Pulmonary 🫁 TB,https://x.com/KMamawa/status/1839731734931202369,tweet,Amorim mini,@KMamawa,"Lagos, Nigeria",@king_pearxe,,0,0,0,0,78,0,2024-09-27 11:20:00,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1196,"@king_pearxe Pulmonary TB
I'll suggest Gene Xpert and Retroviral screening",https://x.com/TheDrAfolarin/status/1839727391985545395,tweet,Dr. Afo,@TheDrAfolarin,Nigeria,@king_pearxe,,0,0,0,3,226,0,2024-09-27 11:02:45,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1197,"@king_pearxe Pulmonary TB. 
Risk factor: over crowding(Lagos)
Constitutional symptoms: 1. fever, low grade. 2. Weight loss, 3. Drenching night sweat.

X Ray increases the diagnostic value.
Infections on the upper lobes shows primary TB.",https://x.com/Just_JONIER/status/1839726310765052001,tweet,Ikani.,@Just_JONIER,Valley of Peace.,@king_pearxe,,0,0,3,17,607,0,2024-09-27 10:58:27,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1198,Pulmonary TB,https://x.com/Dr_V_01/status/1839720177111318700,tweet,Dr. V 🇨🇲,@Dr_V_01,Buea,,,0,0,0,0,42,0,2024-09-27 10:34:05,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1199,@king_pearxe The aforementioned are symptoms of pulmonary TB,https://x.com/ChibuikeOz7/status/1839718847462748316,tweet,Chibike💊🩺,@ChibuikeOz7,Nigeria,@king_pearxe,,0,0,0,0,229,0,2024-09-27 10:28:48,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1200,@king_pearxe ? pulmonary TB 🫣,https://x.com/IamHolarlekhan/status/1839718225694617883,tweet,Quadri,@IamHolarlekhan,Just living,@king_pearxe,,0,0,0,0,207,0,2024-09-27 10:26:19,,,TwiBot-undefined-20241103_060212.csv,2024-11-04 06:06:24.793795
1201,"जगभरात टीबी या आजाराचे रुग्ण वेगाने वाढत चालले आहेत. या आजाराची माहिती घेऊ या..
-
#tuberculosis #tb #healthylifestyle #health #worldtuberculosisday #covid #healthcare #stoptb #hiv #cancer #itstimetoendtb #diabetes #healthforall #tuberculosisawareness #pneumonia  #LetsUppMarathi https://t.co/f1ZmPTgSod",https://x.com/LetsUppMarathi/status/1852976681000309020,tweet,LetsUpp Marathi,@LetsUppMarathi,"Maharashtra, India",,"#tuberculosis,#tb,#healthylifestyle,#health,#worldtuberculosisday,#covid,#healthcare,#stoptb,#hiv,#cancer,#itstimetoendtb,#diabetes,#healthforall,#tuberculosisawareness,#pneumonia,#LetsUppMarathi",1,0,0,1,61,0,2024-11-03 00:30:42,"https://pbs.twimg.com/media/GbcYEmnbYAAZg01.jpg,https://pbs.twimg.com/media/GbcYGiUaIAEn8qX.jpg,https://pbs.twimg.com/media/GbcYIcSbQAANqxo.jpg,https://pbs.twimg.com/media/GbcYJOha0AAoB_W.jpg",,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
1202,"1.3 million die from #TB annually. It’s the world’s deadliest infectious disease, but funding for low-income countries is stuck at 18%! #EndTB with fair funding from the Global Fund. Sign the petition: LINK IN BIO 
#tuberculosis #stoptb #yeswecanendtb #stoptbpartnership https://t.co/uHVJKgGeVq",https://x.com/YOUNITE_4TB/status/1852706559203193017,tweet,YOUNITE Global,@YOUNITE_4TB,,,"#TB,#EndTB,#tuberculosis,#stoptb,#yeswecanendtb,#stoptbpartnership",0,2,1,3,137,0,2024-11-02 06:37:19,https://pbs.twimg.com/ext_tw_video_thumb/1852706329934069760/pu/img/0apdgtP9RQBww7tR.jpg,https://video.twimg.com/ext_tw_video/1852706329934069760/pu/vid/avc1/720x1280/O-zuOzFB-kVu7Yrv.mp4?tag=12,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
1203,"🔥INDIA TB CAPITAL OF THE WORLD ll HOW TB SPREADS 🔥 

#viral #education #science #facts #health #fitness #TBFreeIndia #HealthForAll #SaveLives #MedicalAwareness #HealthEducation #AwarenessReels #StayInformed #StopTB #sciencefacts #trending #reels https://t.co/mpKCjQhAQK",https://x.com/Sunnypoddar06/status/1852602387258888626,tweet,Sunny Poddar,@Sunnypoddar06,,,"#viral,#education,#science,#facts,#health,#fitness,#TBFreeIndia,#HealthForAll,#SaveLives,#MedicalAwareness,#HealthEducation,#AwarenessReels,#StayInformed,#StopTB,#sciencefacts,#trending,#reels",0,0,0,1,8,0,2024-11-01 23:43:23,https://pbs.twimg.com/ext_tw_video_thumb/1852602041702711296/pu/img/bV0C4tTGULG-5ZoZ.jpg,https://video.twimg.com/ext_tw_video/1852602041702711296/pu/vid/avc1/720x1280/z7-mHm01rHounb0g.mp4?tag=12,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
1204,"Amazing workshop at 
#stoptb
#quantb
#hanoi https://t.co/WdZ6nbCTJh",https://x.com/Ferdous75565024/status/1852592708562583626,tweet,Ferdous Wahid,@Ferdous75565024,"Dhaka, Bangladesh",,"#stoptb,#quantb,#hanoi",0,0,0,0,16,0,2024-11-01 23:04:55,"https://pbs.twimg.com/media/GbW7PktaoAAmoax.jpg,https://pbs.twimg.com/media/GbW7PktaAAAWb0h.jpg,https://pbs.twimg.com/media/GbW7PkuaYAEF1-y.jpg",,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
1205,"We like to share interesting quotes and hope to spread awareness for #tuberculosis! 

#InvestToEndTB #StopTB #EndTB #infectiousdiseases #inspiration #quotes #health #publichealth #publichealthmatters #support #strength #fight #education https://t.co/q87vo8ZNQ5",https://x.com/MuellerHealth/status/1852319757225132483,tweet,The Mueller Health Foundation,@MuellerHealth,"New York, USA",,"#tuberculosis,#InvestToEndTB,#StopTB,#EndTB,#infectiousdiseases,#inspiration,#quotes,#health,#publichealth,#publichealthmatters,#support,#strength,#fight,#education",2,0,3,5,54,0,2024-11-01 05:00:19,https://pbs.twimg.com/media/GbTDAQPW8AAfK6G.png,,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
1206,Wishing all my Indian friends a very happy Diwali. Let this festival bring happiness and love into your lives. Happy Diwali 2024! #Diwali2024 #Diwali #stoptb @realTBpeople @tb_africa @StopTB @india https://t.co/dq2djk4qRM,https://x.com/AObiefuna/status/1852315037211246673,tweet,Arinze Austin Obiefuna,@AObiefuna,"Geneva, Switzerland","@realTBpeople,@tb_africa,@StopTB,@india","#Diwali2024,#Diwali,#stoptb",0,0,1,1,21,0,2024-11-01 04:41:33,https://pbs.twimg.com/media/GbS-s1AXMAA-R8k.jpg,,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
1207,"Being driven by
MDR, cost of newer medications, humanitarian crises and degradation of public health infrastructure in the backdrop of political and economic instability. Oh and also the inconsistent and massive funding shortfall. #TBResurgence #StopTB",https://x.com/FyezahJehan/status/1852242403719299220,tweet,Fyezah Jehan 👩🏻‍💻🇵🇰,@FyezahJehan,"Karachi, Pakistan",,"#TBResurgence,#StopTB",1,0,1,5,328,0,2024-10-31 23:52:56,,,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
1208,👇🏻”Mr. Green said that he tried to keep the focus on “the right people”: researchers and doctors on the front lines…. The heroes in the fight against tuberculosis are working at Lakka.” #StopTB #tuberculosis #TBawareness,https://x.com/AliciadWright/status/1851683205516026201,tweet,AliciadWright,@AliciadWright,"Nashville, TN",,"#StopTB,#tuberculosis,#TBawareness",0,0,0,1,262,0,2024-10-30 10:50:53,,,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
1209,"Tuberculosis Surges as Leading Infectious Disease Killer

𝐑𝐞𝐚𝐝 𝐌𝐨𝐫𝐞: https://t.co/ENnbIqiyir

#TuberculosisAwareness #FightTB #InfectiousDisease #GlobalHealthCrisis #StopTB #PublicHealth #InfectiousDiseases #TBPrevention #HealthcareEverything https://t.co/O7qP89kEya",https://x.com/healthcare_eve/status/1851612676801040672,tweet,Healthcare Everything,@healthcare_eve,,,"#TuberculosisAwareness,#FightTB,#InfectiousDisease,#GlobalHealthCrisis,#StopTB,#PublicHealth,#InfectiousDiseases,#TBPrevention,#HealthcareEverything",0,0,0,0,12,0,2024-10-30 06:10:38,https://pbs.twimg.com/media/GbI_523XsAAC1HK.jpg,,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
1210,"🎉 Celebrating the Saharay festival with the Santal community! We united under the STOP TB campaign to spread awareness about tuberculosis through impactful short films. Together, we can make a difference! 💪🌍 #SaharayFestival #STOPTB #CommunityHealth #YesWeCanEndTB https://t.co/z86HOI7xmp",https://x.com/MANT_NGO/status/1851595681128976794,tweet,MANT NGO,@MANT_NGO,"West Bengal, India",,"#SaharayFestival,#STOPTB,#CommunityHealth,#YesWeCanEndTB",0,0,0,1,13,0,2024-10-30 05:03:06,"https://pbs.twimg.com/media/GbIwYjFWcAEkJVq.jpg,https://pbs.twimg.com/media/GbIwYjBWcAIETLb.jpg,https://pbs.twimg.com/media/GbIwYjFWEAAef8b.jpg,https://pbs.twimg.com/media/GbIwYjCXsAAOB5a.jpg",,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
1211,"Uyy!!! Bubuhan #KulaNtan

Dimateri sebelumnya disebutkan TPT, apa itu TPT? Yuk simak penjelasan berikut.

Sumber : tbc.Indonesia, kemenkes_ri&amp; stoptbindonesia
 
@stoptb
@tbc.Indonesia
@poptbindonesia
 
#TOSSTBC #GIAT2040 #StopTB #StopTBPartnership #striveforfighttb https://t.co/AQlhzQX3Tl",https://x.com/bekantantb/status/1851452263484833947,tweet,bekantantbkalsel,@bekantantb,https://maps.app.goo.gl/h9L8Ye,"@StopTB,@poptbindonesia","#KulaNtan,#TOSSTBC,#GIAT2040,#StopTB,#StopTBPartnership,#striveforfighttb",0,0,0,0,6,0,2024-10-29 19:33:12,"https://pbs.twimg.com/media/GbGt038aYAA9Rn5.jpg,https://pbs.twimg.com/media/GbGt03-bQAI7PeD.jpg,https://pbs.twimg.com/media/GbGt038bQAMc_KF.jpg,https://pbs.twimg.com/media/GbGt038aQAAwQvM.jpg",,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
1212,@DHDCNigeria @StopTB @NTBLCP1 @WHO @WHONigeria @GlobalFund @realTBpeople @tb_africa @lawyersalertng @MalarJames #StopTB,https://x.com/ochesamuel/status/1851260490917224936,tweet,Ochi_Berry ⭐⭐,@ochesamuel,Nigeria,"@DHDCNigeria,@StopTB,@NTBLCP1,@WHO,@WHONigeria,@GlobalFund,@realTBpeople,@tb_africa,@lawyersalertng,@MalarJames",#StopTB,0,0,0,0,15,0,2024-10-29 06:51:10,,,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
1213,"Yuk segera Join @StopTBIndonesia and @RekatPeduli 

#StopTB https://t.co/1fHTDEj2lD",https://x.com/VCTSurabaya/status/1851243068617605439,tweet,Layanan HIV VCT Surabaya,@VCTSurabaya,"Kota Surabaya, Jawa Timur","@StopTBIndonesia,@RekatPeduli",#StopTB,0,0,0,0,92,0,2024-10-29 05:41:56,https://pbs.twimg.com/media/GbDvwaUbQAIZje9.jpg,,TwiBot-#StopTB-20241103_065047.csv,2024-11-04 06:06:24.793795
